"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ERGIC_N",289.683706848554,-5.38175792353336,1.96125229323491,-2.74404162182349,0.00606878427454917,0.0341079313947134
"Nse4-Nse3_bdg",776.625318526236,-5.40595024742848,1.97279272654808,-2.74025252358246,0.00613919957685464,0.0344263187033934
"Presenilin",123.310805059218,-4.69180606560233,1.71777009080851,-2.73133528794532,0.00630782625322794,0.0352927817881948
"EcoRII-N",101.200574441885,-1.91196054258256,0.700632493659244,-2.72890646649405,0.00635447246182995,0.0354744098817784
"CK1gamma_C",807.004280139247,7.09080512033404,2.60267767394193,2.72442692052394,0.00644131836957789,0.035879147532994
"Creatinase_N",141.812199751477,-1.81850056707423,0.669946353357167,-2.71439729160633,0.00663964855275213,0.0369010703978164
"DUF208",95.3206159155977,-3.08287408538519,1.13605445754087,-2.7136675226454,0.00665429138321279,0.0369010703978164
"CCDC71L",86.350895705407,-3.54234636470283,1.31289115460889,-2.69812646103026,0.00697309456821751,0.0385834281307788
"BAH",186.679795575706,-6.41387396747745,2.38100720657175,-2.69376503765915,0.007064994989913,0.0390056345911091
"HD_2",82.3823013824418,-3.56413045576689,1.32369988046522,-2.69255176975181,0.007090752614536,0.0390616129712655
"MG1",89.9824290635051,3.27123523060945,1.21592985647227,2.69031573918266,0.00713844442173455,0.0391578773825224
"TFR_dimer",161.965904950497,-5.6942129956369,2.1165996991259,-2.69026448316536,0.00713954101816482,0.0391578773825224
"Bac_rhamnosid_N",47.0169558219675,-2.02818632872437,0.754385828077206,-2.68852655131904,0.00717681279544173,0.0392761680555794
"OLF",199.009519327803,4.43994904821878,1.6519286513451,2.68773657058584,0.00719381242786338,0.0392832421006251
"DUF3808",305.232976006378,-4.63370094563674,1.72631609334247,-2.68415556311303,0.00727132640634034,0.039620015996203
"DUF2164",114.625200258029,-2.72144281453472,1.01556844848476,-2.67972367455404,0.00736829573600558,0.0400555601224831
"Flavodoxin_3",182.366111073375,2.63868028466423,0.984933918768495,2.67904296357616,0.00738329196979796,0.0400555601224831
"FragX_IP",306.988384717011,-3.52423149938323,1.31598983873387,-2.67800813931355,0.00740614185868659,0.0400925558194267
"Cullin_binding",119.693613517175,-5.50292515310895,2.05607296487659,-2.6764250331161,0.00744122108493468,0.0401954512600899
"DUF3784",102.493344835587,-2.65289390218063,0.991889015821802,-2.67458743857814,0.007482126210874,0.0403293052874911
"DnaA_N",309.753075222702,-3.0156108211484,1.12847846989793,-2.672280332846,0.00753376818160838,0.0405203316606507
"ApbA",58.1563062067136,-2.36358675308847,0.886165057192502,-2.66720825189909,0.00764842624963707,0.0410487425973011
"HAUS2",58.349960783884,-5.77573710946019,2.16701026013619,-2.66530215186762,0.00769191775920112,0.0411937608474561
"KIX",186.468029906983,-4.87908332352483,1.83211535858884,-2.66308739820995,0.00774273011019216,0.0413772820632277
"DUF607",454.30908506423,-6.57641802546034,2.47374876881996,-2.65848258657142,0.0078493406815421,0.0418575715235326
"CD36",149.688726938641,-6.68688876000306,2.52114726743345,-2.65231977773768,0.0079940791483043,0.0425387062764022
"Meth_synt_1",83.540297313356,-1.88740658029718,0.712022390071739,-2.65076858061586,0.0080308846830069,0.0426438271596609
"Rad17",54.6964581737501,-5.91851795299448,2.23447830106234,-2.64872473819981,0.00807961093150041,0.0428116672450901
"KID",122.672667013977,3.57417755127663,1.35382869366903,2.640051557476,0.00828934155465191,0.0438301125331594
"Glyco_transf_7C",285.910784019724,4.71545375366576,1.79081823538667,2.63312806430498,0.00846024407433581,0.0446393890926453
"ERO1",326.273347007412,-5.10092756968832,1.9481930988862,-2.61828643813828,0.00883725891466703,0.0465304937801731
"OATP",267.700160322346,5.12599379001714,1.95980503862826,2.61556312438354,0.00890804535836356,0.0468046668934186
"Sec1",352.941499877308,-4.80350433815937,1.83984429825502,-2.61082111280569,0.00903251281539298,0.0473591500027208
"DUF4007",79.0851376689941,-1.73161334785436,0.664393296087381,-2.60630767657027,0.00915242066535164,0.0478874562427708
"GED",175.046208654927,3.94499204911344,1.51952435016119,2.59620192904112,0.009426065081925,0.0492162604799466
"Proteasom_PSMB",193.657459971595,-6.88689619399629,2.65705790380137,-2.59192552188774,0.00954404308505107,0.0497284411577348
"ALAD",156.51689356985,-3.02863976765186,1.16953716538881,-2.58960540740489,0.00960860010681457,0.0499498663229957
"LPP",56.0599626859855,1.93778893220049,0.748480114629564,2.58896514994194,0.00962648363362012,0.0499498663229957
"PI3Ka",169.010273833142,-5.18486640601765,2.0038401291081,-2.58746510297975,0.00966849886086238,0.050064007559041
"DUF1507",89.8419398763603,2.65253729323104,1.02769872433854,2.58104562204093,0.0098501563617566,0.0508992583899861
"Med13_N",181.144022029085,-5.42771125144544,2.10403716770418,-2.57966510038789,0.00988961720688772,0.0509977992462396
"UCR_14kD",763.687349130074,5.74910618335561,2.22940918380926,2.57875773774846,0.00991562991682454,0.0510267292633296
"DUF3534",263.780013998146,-3.98163240530058,1.54865838287855,-2.57102047121571,0.0101399332908046,0.0520738668589369
"CobW_C",137.164454962721,-2.32564609430219,0.905092964243165,-2.56951074218866,0.0101842234271635,0.0521941450642129
"DUF1828",100.110578992027,-3.93199019584617,1.53618408544529,-2.55958269135851,0.0104797920590032,0.0535991000809143
"Kin17_mid",1072.86876503556,5.29584175017926,2.06976594880711,2.55866696098246,0.0105074350132258,0.0536308060573017
"AIP3",96.5347631021738,4.38593212993976,1.7177811109104,2.55325437105039,0.0106721523551938,0.0543365934465143
"FLYWCH_N",112.401241767112,-6.46610900635329,2.53304742028447,-2.55269954860424,0.0106891659239045,0.0543365934465143
"DUF4479",214.163396469434,-3.41973082187209,1.34939012626871,-2.53427882366993,0.0112679034301061,0.0571623255145949
"Rubis-subs-bind",103.389421746096,-6.14715428226008,2.43388247350259,-2.52565781182266,0.0115481902030076,0.0584656350156318
"Dsh_C",149.453024744099,-5.66598964421053,2.24517872673421,-2.52362521377181,0.0116151687430438,0.0586859333865707
"Gly_reductase",289.744947137256,1.7219716101731,0.682756154095789,2.52208874258131,0.0116660273383207,0.0588240612361694
"NiFe_hyd_SSU_C",54.5747669633711,2.32020657884998,0.923317467744177,2.51290228973859,0.0119742494732007,0.0602567362826459
"DUF1810",83.3372827308971,-2.26265255728146,0.900913346036151,-2.51150964433672,0.0120216000996795,0.0603735378499971
"HYR",99.7575109380659,2.62168895091782,1.04573993580912,2.50701810377869,0.0121754475509277,0.0610236359215833
"Lipocalin",511.354442548674,3.08414501697355,1.2307398024812,2.50592774423631,0.0122130574927594,0.0610897135787823
"eIF-3c_N",525.788514145259,3.69738241242742,1.47654476036087,2.50407743245371,0.0122771161927947,0.0611679182475208
"DUF2599",91.5541163667964,2.81558649458445,1.12440708082986,2.50406329041118,0.0122776069413256,0.0611679182475208
"Ftsk_gamma",103.425092820934,-1.96659147718716,0.785695744996839,-2.50299367116347,0.0123147746185692,0.0612311159464046
"RIG-I_C-RD",407.473844439063,5.30786373263311,2.1213931349334,2.50206510298702,0.0123471217703878,0.0612701419598015
"HrpE",73.2668375057946,2.35847468892027,0.945656208716963,2.49400857011258,0.012630949474786,0.0625544646266136
"DUF2154",99.1090277688982,2.39033761240017,0.959645171895999,2.49085566457601,0.0127435877495261,0.0628907539759388
"Snapin_Pallidin",174.682729865793,-3.85988956003007,1.5497203238543,-2.4907007416862,0.0127491452482211,0.0628907539759388
"UBA_e1_thiolCys",381.383980074799,-6.10252394393922,2.46140303709116,-2.47928675311584,0.0131645422637739,0.064812047641139
"zf-HC5HC2H_2",210.526509177712,-5.83713569047588,2.35961559223469,-2.47376551913178,0.0133697414152151,0.0656929730441119
"DUF4592",225.657998396012,-6.95733721057869,2.81967534505604,-2.46742491924736,0.0136088757562379,0.0666919308017084
"AMP_N",133.581795040124,-3.06311561076276,1.24165361854402,-2.46696467115733,0.0136263801038277,0.0666919308017084
"HRM",133.369630087557,-6.51653635156948,2.64398748543369,-2.46466232819577,0.0137142427032585,0.0669908613297843
"PI3K_p85B",84.4281723214628,-3.81733550270547,1.55437276726449,-2.45586874853934,0.0140544478531051,0.068518857856951
"SAMP",304.019794843944,-7.11987493290061,2.90069151383855,-2.45454399371091,0.0141063402632127,0.0686380486348149
"PAP2_C",1117.93505245238,-6.82046499256798,2.78079364808478,-2.45270446344174,0.0141786774948608,0.0688144204879467
"Mur_ligase",180.771103662965,-2.06822962261912,0.843409680387154,-2.4522241927194,0.0141976173417755,0.0688144204879467
"Drf_GBD",452.984218393793,5.2615925632335,2.1508925099203,2.44623687095757,0.0144356125375446,0.0698326246738859
"BicD",163.413664594587,3.51984694952765,1.45058329285801,2.42650454259174,0.015245059470159,0.0736059724611347
"HALZ",81.1524822549494,-2.29029225329282,0.951413563329441,-2.40725205270147,0.0160730723732584,0.0774542466387655
"BAG",68.3122245357257,2.38557643610138,0.991710902410231,2.40551599292045,0.0161496450679511,0.0776735813748955
"EVE",47.4791232535499,-3.28335900181791,1.36967931052659,-2.39717354024688,0.0165220965064874,0.0793124056866125
"TTKRSYEDQ",634.799107396832,-5.44157255919759,2.27805732258328,-2.38868991805128,0.0169085665945399,0.0810121169596633
"C-term_anchor",72.8535737366262,-1.6871644932138,0.708242690317599,-2.38218412456502,0.0172102899005446,0.0823000670005009
"RAI16-like",507.147982085875,-4.9351002122246,2.0728360853906,-2.38084441264184,0.0172730057236585,0.0824423422039502
"TIR-like",99.5016517251414,-3.88296488918763,1.63157438187393,-2.37988836569492,0.0173178835474807,0.0824990985757128
"MtrG",98.5914026489813,4.35535489996156,1.83071957690988,2.3790398895024,0.0173577975038287,0.0825320371807521
"FlpD",667.651429962729,-3.1573691192415,1.33125100801225,-2.37173087587435,0.0177049814458758,0.0840230713399154
"DUF3837",123.699178981329,2.99839857331877,1.26559838957647,2.36915485829765,0.0178287867423542,0.0844503705352801
"UPF0542",551.481187767786,6.17094627504991,2.60784397004705,2.36630195131597,0.0179667841716866,0.0849431516321139
"SIN1",56.0199834688237,-3.38875394147848,1.43311224220156,-2.36461167638388,0.0180489847799396,0.0851707753483563
"Apt1",290.448590637752,-3.58467120142842,1.51791512969647,-2.36157551321412,0.018197465426163,0.0857097194554306
"DUF902",51.0614983479497,-9.21127821336008,3.90777840006163,-2.35716493371651,0.0184150657032386,0.0865715776763152
"Cellulase-like",141.795291837917,-1.8851508244865,0.800329492336841,-2.35546839462601,0.0184993706638635,0.0868047392688979
"DUF1908",195.131437364066,-5.3377202280697,2.26753225188813,-2.35397764403355,0.0185737281120115,0.0869904382174919
"SRI",321.121822313233,-6.87334599634866,2.9326386875187,-2.34374115897795,0.0190914155759302,0.0892479072063578
"Excalibur",266.868752135332,2.98404018673221,1.273734621985,2.34274874469679,0.0191422691812842,0.0893186851164026
"KRAB",127.789299581708,-3.07144112368508,1.31474939774362,-2.33614187536903,0.0194838484589157,0.0907432122825852
"FlxA",350.02944726037,2.20985874212195,0.947324895470422,2.33273584668603,0.0196620135650189,0.0914027805318072
"DUF716",642.343503415332,3.21634483037085,1.38221222485612,2.3269544086876,0.0199676919055601,0.0924988052548727
"Cass2",43.9865708239537,2.05971893138669,0.885185569805369,2.32687811646046,0.019971753233759,0.0924988052548727
"EB1",497.88080217577,4.72206533690429,2.03295224023788,2.32276255361108,0.0201919117564555,0.0933456031476805
"Methyltransf_30",81.0082762655297,-2.34536051669137,1.01339042773799,-2.31437011096156,0.020647428951369,0.0952753132977378
"Not3",289.150294784847,-4.22964655937779,1.83001715744734,-2.31126060330367,0.0208184647091888,0.095887624747111
"Arylesterase",55.0190571246113,-5.10356255893325,2.21000984454247,-2.30929403845702,0.0209272702504234,0.0962115862064504
"Atg14",215.587218765736,3.35342105037069,1.4573021936692,2.30111576373013,0.021385088534343,0.0981359750906272
"Syncollin",135.215619893186,-3.53235118708529,1.53902361101543,-2.29518973055565,0.0217222534632326,0.0995006518526458
"Endonuc-EcoRV",56.9495258475343,2.4626621775781,1.07357507729084,2.29388910908087,0.0217968691572128,0.0996599081575672
"DUF2148",82.8126375040491,-2.10566610956523,0.920056351545657,-2.28862732812811,0.022101014677009,0.100866127202919
"Lipocalin_6",62.592387120843,-2.08009326036508,0.92045762406902,-2.25984684788607,0.0238307576942729,0.108402943364889
"F420_oxidored",120.431440834225,-1.60180022843704,0.708851397802632,-2.2597123083942,0.0238391118955174,0.108402943364889
"CDC37_M",100.851317850201,-5.63925774980735,2.50517711893458,-2.25104153601948,0.0243829067502246,0.110674500512362
"UPF0223",61.6957234116819,3.75926199882579,1.6738629673341,2.24586006870863,0.0247129722894727,0.111969463217339
"bZIP_1",258.111195304022,1.90366007043889,0.849195874933756,2.24172081686972,0.0249794216176323,0.112972031583541
"Lipocalin_2",702.596232340105,2.33419986859798,1.04273520305444,2.23853559538462,0.0251861488614533,0.113701368777066
"PCI_Csn8",243.482991657891,-5.55373923245051,2.48332020239679,-2.23641688538203,0.0253244760937435,0.114119846325139
"Tcf25",92.4879079356062,-4.40835089475815,1.97632285967003,-2.23058235307472,0.0257088068086437,0.11564339177773
"Rib_5-P_isom_A",100.254562897355,-3.85343030743,1.72891378405672,-2.22881577032043,0.0258261652112985,0.115962727456836
"DUF1002",121.947427236375,1.66768477843829,0.750219313178817,2.22292968088493,0.0262205420059916,0.117522536840475
"Chlam_PMP",147.03502094315,-3.5749593274743,1.61476313272237,-2.21392181616581,0.0268341577061678,0.120057653708633
"FERM_M",345.109474467209,2.49934617269541,1.13009463483269,2.21162555387712,0.0269925482533908,0.120550648538804
"GRIM-19",92.0065538733848,-3.30568271975421,1.49950226683467,-2.20451998831067,0.0274877958128943,0.1225436316008
"PSDC",103.576184847359,3.85083473680473,1.74981533743958,2.20070921451601,0.0277566160734416,0.123327433854597
"ATG_C",327.526843606653,4.44997256328334,2.02213580287369,2.20062992651602,0.027762233210771,0.123327433854597
"PCNP",1122.86884399115,5.04028837648419,2.2922420655307,2.19884647100622,0.0278888408872561,0.123670196913169
"KxDL",51.1738039463511,3.11293605076637,1.41699428153873,2.19685858392174,0.0280305475263663,0.124078582944145
"FBPase_glpX",2053.18333894403,-4.83508636150789,2.20716572530051,-2.1906313178407,0.0284784829314583,0.125838667511621
"DDE_5",88.741496830847,-1.25744932665645,0.574510698236288,-2.18873091574576,0.0286164035502414,0.126225088675756
"Flagellin_IN",450.05480028161,2.87756717099182,1.31554834311539,2.18735190238419,0.0287168444920064,0.126324248995055
"BACK",427.984081646088,-4.25963061126232,1.94767292340808,-2.18703590324022,0.0287399031100306,0.126324248995055
"Dockerin_1",74.4928665779377,-1.26799030213464,0.582397863115105,-2.17718913897188,0.0294664583356355,0.129290547890218
"Glyco_hydro_42",104.618800514605,-1.34846628642832,0.620377800386704,-2.17362111537159,0.0297336013105484,0.130234215197341
"Mito_fiss_reg",179.582250025438,3.28943975028347,1.51558425493967,2.1704103480637,0.0299757735724859,0.131065401581796
"Hydrolase",65.3890393664107,-1.1581769776252,0.534029782024467,-2.16874979001103,0.0301016850671023,0.131386237963041
"DUF1162",176.470367111088,4.15286927019529,1.91814160378562,2.16504832698444,0.0303839845278866,0.13238736115722
"Spore-coat_CotZ",124.465336723046,-3.17647546047394,1.47095827267591,-2.15945993810921,0.0308145021564715,0.134029686771018
"DUF1669",633.690560085301,2.61708285739117,1.21285044690036,2.15779518742773,0.0309437592304579,0.134358232353082
"PyrI_C",97.8308536033701,-3.98177508955858,1.84761334544727,-2.15509110678927,0.0311547055085272,0.135039720063824
"NT-C2",144.586194083932,-3.38647136919475,1.57316561825457,-2.15264771229367,0.0313463757444473,0.135635442451319
"DUF824",88.2383977805552,1.5580977403871,0.724397902397078,2.15088659869288,0.0314851515590358,0.136000628755006
"Biotin_carb_C",89.8113079526801,-2.23372477506277,1.03930376280241,-2.14925111888336,0.0316144990490845,0.136323900209932
"Ded_cyto",184.645047749825,-4.98851710339136,2.3256486908843,-2.14500028441292,0.0319528242496306,0.137545634162351
"muHD",766.430248871678,-4.99228690450869,2.32910037161205,-2.14344000170905,0.0320777839521635,0.137756371399083
"SM-ATX",227.578916093178,-4.85173054203557,2.26397475999857,-2.14301441330496,0.0321119410338525,0.137756371399083
"G3P_antiterm",177.170367441428,-2.73575901491783,1.27732960991225,-2.14178000234862,0.0322111893698912,0.137945521599483
"CmcH_NodU",71.934732854111,-1.89619898313403,0.88785606643302,-2.13570538606786,0.0327034351227094,0.139676452390556
"Fe_hyd_SSU",121.870830179882,2.616198930992,1.22514737273295,2.13541569709774,0.0327270696125013,0.139676452390556
"HS1_rep",204.495662984369,2.60160136711419,1.22004270557588,2.13238549374073,0.0329751689305768,0.14049556643164
"A2M_N_2",58.6741499277635,-1.9816762233669,0.931064436932106,-2.12839857775752,0.0333040509728903,0.141445258257532
"B12-binding_2",138.264748803627,-2.0456346967839,0.961217926165886,-2.12816952441112,0.033323030617796,0.141445258257532
"Trefoil",363.866628487124,-3.88752709490959,1.82724596182281,-2.12753355384707,0.0333757764574349,0.141445258257532
"DnaB_bind",77.8597654532922,-2.1441302971372,1.00807772736282,-2.12694937993158,0.033424289336346,0.141445258257532
"Arrestin_C",833.560683316035,-4.8091059808282,2.26322874839058,-2.12488728072584,0.0335960195417628,0.141832038434524
"DUF1664",203.397774877131,2.30955549148036,1.08711003810912,2.12449099954731,0.0336291078735197,0.141832038434524
"GF_recep_IV",104.688268619808,-2.22462267948101,1.05022090221436,-2.11824262380462,0.0341545250633149,0.143528964952545
"DUF1611",81.2503666064024,-2.37975885986393,1.12358914848275,-2.11799736859106,0.0341752905404224,0.143528964952545
"Syntaxin",413.475768243047,4.41056729787538,2.08275227329414,2.11766293784882,0.0342036237951686,0.143528964952545
"HDC",3950.04031792645,3.76906399061931,1.78934342888078,2.10639496576508,0.0351700582313329,0.147337212121547
"DIL",273.882709095913,2.63474651002324,1.25175657786581,2.10483935663863,0.0353052939943373,0.147596478863173
"Chromate_transp",49.2437387586386,2.53958755664167,1.20684103047497,2.10432649579553,0.0353499763450781,0.147596478863173
"IFNGR1",486.525565876729,2.92970847497789,1.39420312928886,2.10134980580071,0.0356102706645259,0.148435478219965
"Aa_trans",327.123208499163,-3.59578013248951,1.71200947021885,-2.10032724411849,0.0357000642689997,0.148562164287468
"SEFIR",69.8409409935701,-2.81251544614775,1.34136563112903,-2.09675526260536,0.0360152457261465,0.149624799935369
"DUF1081",1053.86960712365,5.96175983583298,2.84453031236173,2.09586792235063,0.0360939089792616,0.149702929282145
"FF",622.719775292109,2.85995211523468,1.37019699246971,2.08725616167042,0.0368649852217318,0.152647894105217
"Calpain_inhib",929.734630906631,3.12911899162961,1.49974946544891,2.08642780925612,0.0369398881280262,0.152705223484617
"EF-hand_7",874.567173777535,3.17213269502584,1.52380313792924,2.08172080504873,0.0373679791367614,0.154219993104027
"RE_Bsp6I",163.93416727861,-3.13898113745689,1.51021593169007,-2.07849822769654,0.0376634939677833,0.155171532830318
"CO_deh_flav_C",132.24474905985,-2.49088171594439,1.19877496925643,-2.07785596114792,0.0377226277332401,0.155171532830318
"DUF2216",584.373386815005,3.83957276166125,1.84853063901212,2.07709446661548,0.0377928411972496,0.155205083471792
"HTH_27",59.3973768277093,-1.35421882868651,0.654288180813058,-2.06975896615415,0.0384749217664179,0.157605515024417
"Kelch_1",85.8901499183259,-1.85458386253726,0.896170073178267,-2.06945524967151,0.0385033865173607,0.157605515024417
"PBC",449.520073854955,-5.33137444466972,2.57740730978734,-2.06850288055931,0.0385927600218546,0.157713223553363
"DDE_Tnp_2",59.2931469058913,-3.39187756369571,1.64705377619441,-2.05936054591539,0.0394597123624285,0.160993051579826
"NMT1",118.530024801393,-1.8074308681134,0.879089234890251,-2.05602661979935,0.039779950406509,0.162035270304037
"CDC48_N",294.39868093971,-3.61876471473468,1.7674373333368,-2.04746422771476,0.0406125257241081,0.164955954451223
"ATPgrasp_TupA",51.9415484588889,1.49994110443612,0.732644472520871,2.04729737368406,0.0406288956185338,0.164955954451223
"DUF4071",211.702131598253,-3.43872090616272,1.68032989682434,-2.04645582552662,0.0407115443994792,0.165023618384275
"DUF1170",123.624014688327,-4.36560184183063,2.13891480747387,-2.04103586855175,0.0412472619951094,0.166924599109658
"DUF1967",67.8143524141115,-2.17386607011334,1.06661986129449,-2.03808887214517,0.041541045824556,0.167841931514078
"NADH_4Fe-4S",163.700907878335,-1.51654466045656,0.745186940996689,-2.03511974918425,0.0418388252809556,0.168772422625274
"SLY",72.507373252522,-3.97249438151812,1.95906513238602,-2.02775003028096,0.042585766663366,0.171508860587888
"DUF3736",185.976721696986,3.9070095413405,1.93251067187423,2.02172727851035,0.0432045341417215,0.173721125222581
"Rtf2",286.805471095474,-4.93581822957339,2.44468978628265,-2.01899572586618,0.043487663748235,0.174578887695563
"UDPGT",67.6780300636694,-2.76227707304818,1.36895247704012,-2.01780348067351,0.0436117322535414,0.174796381996966
"HHH_6",68.8530387625279,-2.04439172502556,1.01473642440116,-2.01470221809771,0.0439358596668645,0.175813736042925
"SAP",140.853872379658,-3.04459435870449,1.5125865449237,-2.01283977364618,0.0441314881570125,0.176314459873304
"MscL",92.3739607012339,-1.22123386728288,0.607508810715138,-2.01023235505883,0.0444066025003196,0.177130642509249
"Ribosomal_S19e",174.932572415333,4.17571290402224,2.08556411952852,2.00219828530913,0.0452634100441816,0.180260809746016
"DUF2136",205.138144031459,1.55964612452217,0.779837705365394,1.99996244576479,0.0455043192275618,0.180932118264121
"PH_8",329.498596701222,-5.11233721996068,2.55894983415713,-1.99782627690495,0.0457354974951858,0.181562665453111
"CW_binding_1",439.060140300325,1.69668013900371,0.850732126532713,1.99437647420085,0.0461109275184567,0.182762963111981
"Beach",737.515684851255,-3.77803009567003,1.89667393345783,-1.99192387738588,0.0463794106930333,0.183536243897589
"BTAD",52.9722044544609,1.91415297195305,0.961501677620245,1.99079524925079,0.0465034018792223,0.183736189731335
"Colicin_Pyocin",62.3493127654289,-1.48552319185529,0.746690948266409,-1.98947529135611,0.046648766437528,0.183878701353153
"CLTH",573.455761664506,2.48742839172865,1.25072414358943,1.98879057742503,0.0467243232549565,0.183878701353153
"GDA1_CD39",344.343757387945,-2.22628407062008,1.11959805774046,-1.98846724967806,0.0467600376091985,0.183878701353153
"DUF1396",89.961971516696,-1.74005743348751,0.87790694814811,-1.98205224045448,0.047473394096623,0.186390829883288
"GlcNAc_2-epim",51.6010293566837,-1.54469444567741,0.780005497898574,-1.98036353569173,0.0476626942273028,0.186840749627718
"PAS",98.3771033067583,-2.31262948691765,1.16899661763936,-1.97830297540785,0.0478945376641198,0.187455772610272
"Acetyltransf_3",55.7685011250557,1.94114207657534,0.982634977460205,1.97544573631255,0.048217586857589,0.188425288641922
"Laminin_G_2",131.054628729693,2.36125278175512,1.1970643736598,1.97253617575807,0.0485484308222559,0.189422192646587
"PQ-loop",267.114397265071,-3.3037359854546,1.67848746194704,-1.96828159897141,0.0490356459679719,0.1910251566447
"DUF4135",62.3805163636126,-1.81470092298183,0.923350697729933,-1.96534310034453,0.0493745402914803,0.192046229034203
"SERTA",94.6313425774051,3.53104457112269,1.79771566071579,1.96418413005132,0.0495087425410549,0.192269200458352
"Gal-3-0_sulfotr",169.457022467549,2.42677886407263,1.23789751576349,1.96040369511193,0.0499486243129179,0.193676758769934
"DUF2442",88.7128892347105,-1.37331651273778,0.704981364526038,-1.94801817727631,0.0514127881897355,0.199045484926515
"NHS",744.095410586763,4.19832371290073,2.15600909738639,1.94726623277709,0.0515028247804098,0.199085880642666
"Got1",75.7022895553077,-3.52597299667207,1.81295255669046,-1.94487880207341,0.0517895668888843,0.199885349983179
"KH_5",136.793845070689,-1.92567164893616,0.991125365358146,-1.94291430352034,0.0520265134162275,0.200490462332796
"DOCK-C2",975.462131235961,4.18385798920684,2.1576408132965,1.93908919567323,0.0524904780735458,0.201904358834064
"Glyphos_transf",79.8788753309683,-1.40500118203372,0.72476518392494,-1.93856053408221,0.0525548730911538,0.201904358834064
"ETF_alpha",96.7833251334786,1.20144176176486,0.620154623191036,1.93732613905672,0.0527054889938778,0.202172435542467
"DUF86",74.6583991204403,-1.44423466395855,0.746461078345928,-1.93477557752752,0.0530178413042936,0.203059144107256
"MIF",57.8399709153059,1.11544133903141,0.578457917482514,1.92830161939157,0.0538176205171268,0.205667643865753
"LLGL",259.499453744648,-3.35620935941925,1.74139589088659,-1.92730979611449,0.053941033495431,0.205667643865753
"Cytochrome_C7",48.0575588191679,3.1235430269216,1.62070602387096,1.92727304083267,0.0539456115057712,0.205667643865753
"Tnp_DNA_bind",173.105877114458,-3.19577592544754,1.66035227678115,-1.92475775781935,0.0542596709587693,0.206550132523413
"FeS",180.507656059846,-1.29914039886112,0.676094865391694,-1.92153566808775,0.0546642101370581,0.20777384430514
"Med24_N",164.286000712573,3.63403978661622,1.89445999643646,1.91824572355815,0.0550798610265843,0.209036012788297
"CBM_2",161.830158885729,-2.18981571405943,1.14431811801834,-1.91364243874039,0.0556658585497656,0.210939867019642
"Claudin_2",178.400941369574,1.97494342659396,1.03607945993117,1.9061698479431,0.0566281728516611,0.214025340569238
"EFG_C",157.633761388123,1.54664198642073,0.811850259366623,1.90508282602183,0.0567693054641508,0.214025340569238
"GST_C_2",437.886846904056,-4.98538135461145,2.61736943118471,-1.90472972413179,0.0568152130952543,0.214025340569238
"MANEC",190.131005410496,4.2980149506498,2.25656144973369,1.90467445553367,0.0568224014945917,0.214025340569238
"NHL",125.268100230428,-1.61924446229786,0.851338765443751,-1.90199780395745,0.0571714416937362,0.214908625706123
"6PF2K",501.57946757204,-3.55719832365318,1.87081634986693,-1.90141502874198,0.0572476725702457,0.214908625706123
"CHCH",103.674405890787,-2.32402338662536,1.22258903591981,-1.9009031803372,0.0573146954602094,0.214908625706123
"Laminin_EGF",214.903860760163,2.51894965437544,1.32730445359607,1.89779341698949,0.0577233007492148,0.216116729302075
"T2SE_Nter",46.1356414342735,-3.59911380831822,1.90049997774057,-1.8937720865417,0.0582552682284667,0.217612242503518
"Peptidase_A22B",508.427876735976,2.55220250943919,1.34795274202287,1.89339168197328,0.0583058007857316,0.217612242503518
"Lipid_DES",270.860246553067,4.23156881662813,2.23560707245226,1.89280525579411,0.0583837723789925,0.217612242503518
"CD20",230.309388433269,3.01226419388921,1.59510063942861,1.88844773767268,0.0589658677751175,0.219454814442811
"DUF4177",58.9891056453847,1.0206052212762,0.541061420014354,1.88630196780454,0.0592542742630284,0.220200505099308
"Adap_comp_sub",348.743852937546,-2.8245658226258,1.49993821763061,-1.88312144422031,0.0596839117188289,0.221468046303844
"KorB",166.14485699388,-2.50740777047579,1.33299343790278,-1.88103534434552,0.0599671110726866,0.222189251544873
"DUF2975",57.8199056570976,-1.83112622252769,0.976811500611302,-1.87459527389035,0.0608484238643724,0.224937305577031
"Cytidylate_kin",60.6220950744594,1.57923590027667,0.842572334923185,1.87430305366084,0.0608886668835066,0.224937305577031
"Cu-oxidase_2",464.595467059613,-3.49801080263482,1.87088134840374,-1.86971279906092,0.0615237111946548,0.226948085100047
"Fzo_mitofusin",90.7962861113871,-3.82726197637347,2.06276109907007,-1.8554072878817,0.0635380874638213,0.234033515091336
"TMEM171",340.058295733192,3.79332047324344,2.04710956643654,1.8530129190137,0.0638805069764088,0.234836412030795
"Ribosomal_L18_c",123.172887716448,4.2709109750717,2.30614140004479,1.851972725952,0.064029739483423,0.234836412030795
"DUF1447",123.657500553532,-2.36535577873613,1.27724726240106,-1.851916890618,0.0640377580987612,0.234836412030795
"Cyclin_N",111.415307571508,-1.29794906278991,0.705052419870067,-1.84092561944417,0.0656324594487707,0.240332036722365
"DUF417",111.17852951347,-2.00260052981552,1.08896701809922,-1.83899098552225,0.0659165119662738,0.241019293022881
"DUF964",193.696402937265,1.80636250241834,0.983107330430562,1.83740111227451,0.0661507027537974,0.241522492828098
